ID;DATA;TEL;CPF;SOLICITANTE;DS_RECEITA;exame_de_imagem
1283;06/05/2020;1100001283;12345671283;Ana;AO NEUROLOGISTA PACIENTE COM QUADRO DE CEFALEIA RECORRENTE, SOLICITO AVALIAÇÃO E CONDUTA.  ;
1284;20/12/2020;1100001284;12345671284;Pedro;: SOLICITO PARA PACIENTE ACIMA: .................................................  : 10 SESSÕES DE FISIOTERAPIA PARA MEMBROS INFERIORES .................................................  CÓDIGO: 20103492 CID 10: Z988 JUSTIFICATIVA: FX POR ESTRESSE JOELHO MEDIAL E 2 METATARSO   OBS: Sessões em domicílio ;
1285;05/03/2020;1100001285;12345671285;Mariana;paciente com historia de aumento volume e hiperemia difusa msd ha 1 dia. nega dor. refere que h 3 anos passou ,marcapassao pela regiao subclavia direita  sem dor , pulsos palpaveis  usg doppler com ausencia de fluxo subclavia direita . recomendado seguimento investigacao  gd: trombose subclavia direita + cefalica direita cd: solicito transferencia ao hospital referencia para avaliaqcao vascular e seguimento investigacao do caso  solicito remocao basica ;
1286;27/05/2020;1100001286;12345671286;Carlos;SOLICITO -HEMOGRAMA -DENGUE NS1. COLHER EM 14/02/2024 JUSTIFICATIVA: QUADRO SUSPEITO DE DENGUE. ;
1287;16/09/2020;1100001287;12345671287;Paula;Solicito o seguinte exame:    - Polissonografia  TUSS: 40103528 Indicação: Investigação de SAOS CID: G47 ;
1288;06/01/2020;1100001288;12345671288;Lucas;Solicito 1. Polissonografia noite inteira (40103528)  HD: SAOS  ;
1289;10/02/2020;1100001289;12345671289;Juliana;A nutricionista  Encaminho paciente para avaliação e conduta.  Grata.  ;
1290;21/09/2020;1100001290;12345671290;Fernando;;
1291;18/01/2020;1100001291;12345671291;Cristina;SOLICITAÇÃO DE EXAME CID10: C50.9 SOLICITO: 1. US de mamas - 40901114 2. US de axilas - 40901211 JUSTIFICATIVA: Paciente atualmente com 57 anos, tratada por neoplasia de mama. Última imagem em novembro/2023, com nódulos novos, sem características suspeitas. Solicito exame para avaliação evolutiva. ;Sim
1292;08/06/2020;1100001292;12345671292;Rafael;SOLICITO HEMOGRAMA GLICEMIA JEJUM HEMOGLOBINA GLICADA TSH / T4 LIVRE COLESTEROL TOTAL E FRAÇÕES TRIGLICERÍDEOS HIV 1/2 / VDRL HBSAG / ANTI-HCV ;
1293;27/08/2020;1100001293;12345671293;Patrícia;SOLICITAÇÃO DE EXAME CID10: C50.9 SOLICITO: 1. US de mamas - 40901114 2. US de axilas - 40901211 JUSTIFICATIVA: Paciente atualmente com 57 anos, tratada por neoplasia de mama. Última imagem em novembro/2023, com nódulos novos, sem características suspeitas. Solicito exame para avaliação evolutiva. ;Sim
1294;09/06/2020;1100001294;12345671294;Vinícius;SOLICITAÇÃO DE EXAME CID10: C50.9 SOLICITO: 1. US de mamas - 40901114 2. US de axilas - 40901211 JUSTIFICATIVA: Paciente atualmente com 57 anos, tratada por neoplasia de mama. Última imagem em novembro/2023, com nódulos novos, sem características suspeitas. Solicito exame para avaliação evolutiva. ;Sim
1295;31/08/2020;1100001295;12345671295;Camila;DECLARAÇÃO MÉDICA PACIENTE ESTÁ APTA PARA FREQUENTAR PISCINA, AUSÊNCIA DE DOENÇAS INFECTOCONTAGIOSAS ATÉ O MOMENTO. ATENCIOSAMENTE,  ;
1296;06/09/2020;1100001296;12345671296;Rodrigo;Relatório Médico Paciente com histórico de AVCi jovem, necessita de investigação com pesquisa de mutação de Fator V de Leiden ;
1297;03/11/2020;1100001297;12345671297;Tatiana; SOLICITO 10 sessões fisioterapia Hd .......................... tendinite / bursite ombro E e quadril E                                 fasciíte plantar + esporão calcãneo E analgesia antinflamatória alongamentos fortalecimentos ;
1298;24/01/2020;1100001298;12345671298;Gustavo;SOLICITAÇÃO DE EXAME CID10: C50.9 SOLICITO: 1. US de mamas - 40901114 2. US de axilas - 40901211 JUSTIFICATIVA: Paciente atualmente com 57 anos, tratada por neoplasia de mama. Última imagem em novembro/2023, com nódulos novos, sem características suspeitas. Solicito exame para avaliação evolutiva. ;Sim
1299;09/05/2020;1100001299;12345671299;Isabela;;
1300;20/12/2020;1100001300;12345671300;João;A FONO  ENCAMINHO PCTE CO DIAG DE NEOPLIA DE PULMAO COM METASTASE OSSEA , COM DIFICULDADE DE DEGLUTIÇÃO PARA AVALIAÇÃO E CONDUTA  ;
1301;18/06/2020;1100001301;12345671301;Maria;PACIENTE DESACOMPANHADO, REFERE FRAQUEZA COM MAIOR INTENSIDADE EM MMII DE 1 SEMANA DE EVOLUÇÃO, NEGA DOR, APENAS FRAQUEZA GENERALIZADA.  NEGA QUEIXAS URINARIAS, NEGA ALTERAÇÕES DO HABITO INTESTINAL, NEGA FEBRE.  AP: HIPERTENSÃO E DM // NEGA ALERGIA MEDICAMENTOSA  EM USO DE ABLOK PLUS 25/12,5 / BRAVAN 80MG / NOVANLO 2,5MG / AMIODARONA 100MG / SINVASTATINA 10MG / AAS 100MG / OMEPRAZOL 20MG / PURAN T4 75MCG  LÚCIDO, ORIENTADO EM TEMPO E ESPAÇO. BOM ESTADO GERAL, CORADO, HIDRATADO, ANICTERICO, ACIANOTICO MMII SEM EDEMAS, PULSOS PRESERVADOS, SEM SINAIS DE TVP  HB 13,7 LEUCO 8.900 PLQ 226.000 UREIA 39 CREAT 1,24 NA 118 K 4,3  PCR 0.6  URINA 1 SEM ALTERAÇÕES  HD: HIPONATREMIA  SOLICITO INTERNAÇÃO PARA COMPENSAÇÃO DO SODIO ;
1302;09/06/2020;1100001302;12345671302;José;-DERMATOSCOPIA:   X3 SOLICITO- DERMATOSCOPIA EM CONSULTÓRIO SOLICITO DERMATOSCOPIA PARA ELUCIDAÇÃO DIAGNÓSTICA DE LESÃO DE PELE. HD: AVALIAÇÃO DE NEVOS E LESÕES SUSPEITAS DE PELE COD TUSS: 41301137   X3 GRATA, ;
1303;07/06/2020;1100001303;12345671303;Ana;SOLICITO : HMG COM CONTAGEM DE PLAQUETAS ;
1304;22/11/2020;1100001304;12345671304;Pedro;AO CONVENIO,  PACIENTE COM SINTOMAS GRIPAIS E EPIDEMIOLOGIA PARA COVID  SOLICITO TESTE RAPIDO PARA COVID-19  GRATA  CID B34.2 TUSS 40314618 ;
1305;06/03/2020;1100001305;12345671305;Mariana;SOLICITAÇÃO DE EXAME CID10: C50.9 SOLICITO: 1. US de mamas - 40901114 2. US de axilas - 40901211 JUSTIFICATIVA: Paciente atualmente com 57 anos, tratada por neoplasia de mama. Última imagem em novembro/2023, com nódulos novos, sem características suspeitas. Solicito exame para avaliação evolutiva. ;Sim
1306;25/07/2020;1100001306;12345671306;Carlos;-DERMATOSCOPIA:   X3 SOLICITO- DERMATOSCOPIA EM CONSULTÓRIO SOLICITO DERMATOSCOPIA PARA ELUCIDAÇÃO DIAGNÓSTICA DE LESÃO DE PELE. HD: AVALIAÇÃO DE NEVOS E LESÕES SUSPEITAS DE PELE COD TUSS: 41301137   X3 GRATA, ;
1307;17/11/2020;1100001307;12345671307;Paula;PRE OP DE HERNIORRAFIA UMBILICAL (K42.9), NECESSITA DO SEGUINTE EXAME 1- US DE ABDOME TOTAL 2- US DE APREDE ABDOMINAL ;
1308;09/05/2020;1100001308;12345671308;Lucas;SOLICITAÇÃO DE EXAME CID10: C50.9 SOLICITO: 1. US de mamas - 40901114 2. US de axilas - 40901211 JUSTIFICATIVA: Paciente atualmente com 57 anos, tratada por neoplasia de mama. Última imagem em novembro/2023, com nódulos novos, sem características suspeitas. Solicito exame para avaliação evolutiva. ;Sim
1309;29/02/2020;1100001309;12345671309;Juliana;Lombociatalgia a dir  Solicito   RNM da col lombar                  41101227 ;
1310;03/12/2020;1100001310;12345671310;Fernando;Solicito Hemograma PSA Total e livre Sangue oculto em fezes grata ;
1311;25/04/2020;1100001311;12345671311;Cristina;SOLICITAÇÃO DE EXAME CID10: C50.9 SOLICITO: 1. US de mamas - 40901114 2. US de axilas - 40901211 JUSTIFICATIVA: Paciente atualmente com 57 anos, tratada por neoplasia de mama. Última imagem em novembro/2023, com nódulos novos, sem características suspeitas. Solicito exame para avaliação evolutiva. ;Sim
1312;14/08/2020;1100001312;12345671312;Rafael;SOLICITO - HEMOGRAMA COMPLETO COLETAR EM 18/04   ;
1313;19/06/2020;1100001313;12345671313;Patrícia;SOLICITAÇÃO DE EXAME CID10: C50.9 SOLICITO: 1. US de mamas - 40901114 2. US de axilas - 40901211 JUSTIFICATIVA: Paciente atualmente com 57 anos, tratada por neoplasia de mama. Última imagem em novembro/2023, com nódulos novos, sem características suspeitas. Solicito exame para avaliação evolutiva. ;Sim
1314;27/06/2020;1100001314;12345671314;Vinícius; solicito 10 sessões fisioterapia ( 20103506 ) Hd ................ lombalgia ( cid M54.5 ) ;
1315;14/04/2020;1100001315;12345671315;Camila;SOLICITO 10 SESSÕES DE FISIOTERAPIA (2º) 20103670 PO OSTEOSSINTESE DA METÁFISE PROXIMAL DO ÚMERO DIREITO S423 - ANALGESIA - GANHO DE ADM - FORTALECIMENTO LEVE, GRADATIVO ;
1316;08/09/2020;1100001316;12345671316;Rodrigo;USO ORAL ONDIF 4MG MEIA FITINHA DE 8/8H SE NÁUSEA OU VÔMITOS. RETORNO SE PIORA DOS SINTOMAS. ;
1317;03/03/2020;1100001317;12345671317;Tatiana;AO PRONTO SOCORRO Paciente em seguimento ambulatorial de dengue, no D6 com piora da plaquetopenia (50mil), porém em BEG, sem sinais de sangramento.  Oriento nova coleta para 27/03, diretamente no PS para avaliação de plaquetas. Grata! ;
1318;28/08/2020;1100001318;12345671318;Gustavo; SOLICITO  Eletroneuromiografia MMIInferiores  Meralgia parestésica quadril direito + neuroma Morton pé direito  G 57.1 ;
1319;10/11/2020;1100001319;12345671319;Isabela;;
1320;20/12/2020;1100001320;12345671320;João;SOLICITAÇÃO DE EXAME CID10: C50.9 SOLICITO: 1. US de mamas - 40901114 2. US de axilas - 40901211 JUSTIFICATIVA: Paciente atualmente com 57 anos, tratada por neoplasia de mama. Última imagem em novembro/2023, com nódulos novos, sem características suspeitas. Solicito exame para avaliação evolutiva. ;Sim
1321;31/07/2020;1100001321;12345671321;Maria;"SOLICITO: 	HEMOGRAMA SUSPEITA: CID A90  ";
1322;31/03/2020;1100001322;12345671322;José;SOLICITO HEMOGRAMA GLICEMIA JEJUM HEMOGLOBINA GLICADA TSH / T4 LIVRE COLESTEROL TOTAL E FRAÇÕES TRIGLICERÍDEOS TGO / TGP CREATININA / UREIA 25-OH-VITAMINA D FSH  HIV 1/2 / VDRL HBSAG / ANTI-HCV ;
1323;30/12/2020;1100001323;12345671323;Ana; solicito 20 ss fisioterapia ( 20103484 ) hd ................. bursite + tendinite quadril D ( CID M70.6 ) analgesia + antinflamatoria + alongamentos ;
1324;26/08/2020;1100001324;12345671324;Pedro;PACIENTE VEM EM CONSULTA PARA RETIRADA DE PONTOS. EM BOM ESTADO GERAL. NEGA QUEIXAS NO MOMENTO. ORIENTO QUE PACIENTE PODE RETOMAR AS ATIVIDADES LABORAIS, SE MANTIVER-SE ASSINTOMÁTICO. CID W01 ;
1325;02/02/2020;1100001325;12345671325;Mariana;## SOLICITAÇÃO DE EXAMES ## FSH (40316289) LH (40316335) Prolactina (40316416) ;
1326;04/12/2020;1100001326;12345671326;Carlos;RELATÓRIO MÉDICO SOLICITAÇÃO DE EXAME URGENTE PACIENTE COM ADENOCARCINOMA DE CÓLON TXNXMX, COM NÓDULOS PULMONARES DUVIDOSOS EM TC TÓRAX. TEM INDICAÇÃO DE REALIZAR: - PETCT (TUSS 40708128) - MOTIVO: DEFINIR NÓDULOS PULMONARES (METÁSTASES?) CID C18.9 ;
1327;14/06/2020;1100001327;12345671327;Paula;     AO FTA RODRIGO VASCONCELOS     ENCMAINHO ESTE PACIENTE PO  DE DESCOMPRESSÃO E ARTRODESE PARA REABILITAÇÃO. ;
1328;26/03/2020;1100001328;12345671328;Lucas;SOLICITAÇÃO DE EXAME CID10: C50.9 SOLICITO: 1. US de mamas - 40901114 2. US de axilas - 40901211 JUSTIFICATIVA: Paciente atualmente com 57 anos, tratada por neoplasia de mama. Última imagem em novembro/2023, com nódulos novos, sem características suspeitas. Solicito exame para avaliação evolutiva. ;Sim
1329;29/10/2020;1100001329;12345671329;Juliana;SOLICITO: VIDEONASOFARINGOLARINGOSCOPIA FLEXÍVEL AGENDAR COMO ENCAIXE PARA DIA 19/12 ;
1330;22/07/2020;1100001330;12345671330;Fernando;SOLICITO  HMG  FERRO SERICO  FERRITINA  FAN  VITAMINA D  ZINCO SELENIO   VITAMINA A  VITAMINA E  VITAMINA B 12  ACIDO FOLICO  COLESTEROL TOTAL E FRAÇOES  TRIGLICERIDES  TGO  TGP  UR  CR  ;
1331;19/10/2020;1100001331;12345671331;Cristina;SOLICITO NS1 P/ DENGUE: - PCT COM QUADRO DE MIALGIA, ARTRALGIA, CEFALEIA E FEBRE DE INICIO HÁ 3 DIAS, NECESSITA COLETAR EXAME PARA DIAGNOSTICO. CID: A90 TUSS: 40324192 GRATO! ;
1332;11/09/2020;1100001332;12345671332;Rafael;Favor agendar encaixe para paciente com Nefroogia em 29/2/24 às 13:00hs  Att ;
1333;28/08/2020;1100001333;12345671333;Patrícia;SOLICITO: -CURETAGEM E CAUTERIZAÇÃO QUÍMICA ELÉTRICA DE VERRUGA EM DEDO DO PÉ. -HD: VERRUGA VIRAL TUSS: 30101298   +  30101255 GRATA, ;
1334;01/06/2020;1100001334;12345671334;Vinícius;SOLICITO CALPROTECTINA FECAL TUSS 40323986 ;
1335;17/09/2020;1100001335;12345671335;Camila; SOLICITAÇÃO DE EXAME PACIENTE COM FEBRE, CEFALEIA E MIALGIA  HA 2 DIAS. SOLICITO TESTE RAPIDO PARA DENGUE   ;
1336;23/11/2020;1100001336;12345671336;Rodrigo;SOLICITAÇÃO DE EXAME CID10: C50.9 SOLICITO: 1. US de mamas - 40901114 2. US de axilas - 40901211 JUSTIFICATIVA: Paciente atualmente com 57 anos, tratada por neoplasia de mama. Última imagem em novembro/2023, com nódulos novos, sem características suspeitas. Solicito exame para avaliação evolutiva. ;Sim
1337;01/05/2020;1100001337;12345671337;Tatiana;SOLICITO  Exérese de 3 lesões cutâneas  CID 3X D23.9 TUSS 3X 30101913 ;
1338;24/01/2020;1100001338;12345671338;Gustavo;SOLICITAÇÃO DE EXAME CID10: C50.9 SOLICITO: 1. US de mamas - 40901114 2. US de axilas - 40901211 JUSTIFICATIVA: Paciente atualmente com 57 anos, tratada por neoplasia de mama. Última imagem em novembro/2023, com nódulos novos, sem características suspeitas. Solicito exame para avaliação evolutiva. ;Sim
1339;17/12/2020;1100001339;12345671339;Isabela;SOLICITO: - HISTEROSSALPINGOGRAFIA   - 40809030 CID N97.1 ;
1340;05/12/2020;1100001340;12345671340;João;SOLICITO ECOGRAFIA DE PAREDE DORSAL DIREITA HD ? DOR A ESCLARECER CID M255 ;
1341;20/02/2020;1100001341;12345671341;Maria;SOLICITO AGENDAMENTO PARA INSERÇÃO DE DIU MIRENA. ;N�o
1342;02/05/2020;1100001342;12345671342;José;SOLICITO CTX ;
1343;19/05/2020;1100001343;12345671343;Ana;PACIENTE COM QUADRO DE DOR ABDOMINAL (CID R10.4), NECESSITA DO SEGUINTE EXAME 1- ESÔFAGO- ESTÔMAGO- DUODENOGRAFIA- RX EED ;
1344;01/10/2020;1100001344;12345671344;Pedro;"HEMOGRAMA ; NA ; K ; CALCIO ; GLICEMIA ; HEMOGLOBINA GLICADA ; CREATININA ; AC URICO ; TSH ; COLESTEROL TOTAL E FRAÇÕES ; T4 LIVRE ; VIT D ; TGO ; TGP ; GGT  ";
1345;26/06/2020;1100001345;12345671345;Mariana;Solicito: - Fisio 20 ss com analgesia e exercicios ADM progressivamente, fortalecer e trabalho proprioceptivo a partir de agora. Hd: Instabilidade anterior traumatica ombro E 1º episodio (Trat conservador) CID: S43 ;N�o
1346;11/01/2020;1100001346;12345671346;Carlos;SOLICITO PARA A PACIENTE A REALIZAÇÃO DOS SEGUINTES EXAMES    1- ECOGRTAFIA OBSTETETRICA MORFOLÓGICA DO SEGUNDO TRIMENSTRE 2- ECOGRAFIA TRANSVAGINAL 3-ECOCARDIOGRAFIA FETAL  COM DOPPLERFLUXOMETRIA COLORIDA  ;
1347;13/03/2020;1100001347;12345671347;Paula;SOLICITAÇÃO DE EXAME CID10: C50.9 SOLICITO: 1. US de mamas - 40901114 2. US de axilas - 40901211 JUSTIFICATIVA: Paciente atualmente com 57 anos, tratada por neoplasia de mama. Última imagem em novembro/2023, com nódulos novos, sem características suspeitas. Solicito exame para avaliação evolutiva. ;Sim
1348;21/02/2020;1100001348;12345671348;Lucas;Solicito fisioterapia respiratoia   5 sessoes  Pneumonia bacteriana ( Rx com mae )  ;N�o
1349;15/10/2020;1100001349;12345671349;Juliana;AO CONVENIO  PACIENTE APRESENTA QUEIMADURA QUÍMICA DE 2º GRAU PROFUNDA EM COXA A ESQUERDA, < 10% SUPERFÍCIE CORPORAL. NECESSITA AVALIAÇÃO DE URGÊNCIA DE EQUIPE CIRURGIA PLÁSTICA. ATENCIOSAMENTE. ;
1350;02/03/2020;1100001350;12345671350;Fernando;AO COLEGA FISIOTERAPEUTA PACIENTE COM CERVICALGIA COM DISCOPATIA C5/C6. SOLICITO TRATAMENTO COM FISIOTERAPIA ANALGÉSICA, DEZ SESSÕES. CID M53.1 ;
1351;30/06/2020;1100001351;12345671351;Cristina;SOLICITAÇÃO DE EXAME CID10: C50.9 SOLICITO: 1. US de mamas - 40901114 2. US de axilas - 40901211 JUSTIFICATIVA: Paciente atualmente com 57 anos, tratada por neoplasia de mama. Última imagem em novembro/2023, com nódulos novos, sem características suspeitas. Solicito exame para avaliação evolutiva. ;Sim
1352;22/09/2020;1100001352;12345671352;Rafael;"Orientações ao paciente com suspeita/confirmado de dengue:  - Analgesia ( paracetamol ou dipirona - conforme receita); - Não use AAS, Ibuprofeno e medicamentos não indicados pelo seu médico.  - Ingerir líquidos na quantidade mínima de: __________ litros/dia.  - Agendar avaliação com infectologista no momento em que a febre cessar ou no quinto dia de sintomas.  - Retorne imediatamente ao Pronto Socorro em qualquer das seguintes situações:  Dor na barriga muito forte Vômitos intensos Suor frio  Tontura ao levantar  Sangramentos espontâneos  Palidez  Diminuição no volume de urina Dificuldade de respirar  Dificuldade de ingerir líquidos e se alimentar em casa Manchas roxas na pele  Agitação ou sonolência ";
1353;28/09/2020;1100001353;12345671353;Patrícia;Solicito Ácido Urico - 40301150 Fator Reumatoide ¿ 40306860 FAN ¿ 40306852 Proteína C reativa ¿ 40308391       VHS ¿ 40304370 Anti ¿ RO ¿ 40306119      Anti ¿ LA - 40306089     Vitamina b12 ¿ 40316572      CK - 40301648 CID M25.5 ;
1354;29/11/2020;1100001354;12345671354;Vinícius;SOLICITAÇÃO DE EXAMES Solicito realizar os seguintes exames: Ecocardiograma transtorácico, MAPA e AngioTC de coronária.  Clínica: score HEART 3 pontos - dor torácica, sem elevação de troponina a/e  ;
1355;04/09/2020;1100001355;12345671355;Camila;PACIENTE FUNCIONARIA DA CSC COM SINTOMAS GRIPAIS, SOLICITO TESTE RAPIDO PARA COVID-19 CID: B34.2  ;
1356;16/10/2020;1100001356;12345671356;Rodrigo;"Ao Colega Fisioterapeuta Solicito reabilitação com fisioterapia para bursite de ombro direito e listese L5 S1, dez sessões para cada. CID> M54.1; M75 ";N�o
1357;08/05/2020;1100001357;12345671357;Tatiana;SOLICITAÇÃO DE EXAMES: - PAINEL VIRAL:   - COVID19   - INFLUENZA ;
1358;16/09/2020;1100001358;12345671358;Gustavo;"Informação ao paciente ..........  DENGUE - ORIENTAÇÕES A dengue é uma doença febril causada por um vírus e na maioria dos casos, apresenta uma evolução benigna. Para que você esteja seguro em casa é importante que você saiba que: 1) Alguns sintomas podem indicar a necessidade de retornar ao Pronto Atendimento, estes são: Dor abdominal intensa e contínua Vômitos persistentes Queda da pressão Sonolência Irritabilidade Sangramentos na gengiva, no nariz, nos vômitos e nas fezes (fezes escuras, cor de borra de café) Diminuição do volume da urina Redução brusca da temperatura corporal Desconforto respiratório Alguns medicamentos são contraindicados em casos de Dengue, portanto procure seu médico antes de usá-los. São eles: - Ácido acetilsalicílico	Analgesin, AAS, Aspirina, Doril, Coristina, Aceticil, Acetildor, Melhoral, Acidalic, Cafiaspirina, Sonrisal, Somalgin, Assedatil, Bayaspirina, Bufferin, Ecasil-81, Antitermin, Asetisin, AS-Med, Salicetil, Vasclin, Calmador, Cibalena A, Salipirin, Resprax, Salitil, Migrainex, Engov - Ibuprofeno	Buscofem, Motrin, Advil, Alivium, Spidufen, Atrofem, Buprovil - Cetoprofeno	Profenid, Bicerto, Artrosil, Algie, TriploA - Diclofenaco	Voltaren, Biofenac, Flotac, Cataflam, Flodin, Fenaren, Tandrilax - Naproxeno	Flanax, Vimovo, Naxotec, Sumaxpro, Napros ";
1359;08/07/2020;1100001359;12345671359;Isabela;Suo interno Mylanta Plus Tomar 1 dose depois das refições caso tenha azia ;
1360;24/11/2020;1100001360;12345671360;João;AO DERMATOLOGISTA PACIENTE RELATA LESÃO VERRUCOSA EM FACE PLANTAO DE HALUX ESQUERDO HÁ 30 DIAS NÃO PRURIGINOSA. NEGA FEBRE, DOR, SAÍDA DE SECREÇÃO E DEMAIS SINTOMAS. AO EXAME FÍSICO APRESENTA LESÃO VERRUCOSA EM FACE PLANTAR DE HALUX ESQUERDA, AUSENCIA DE SINAIS FLOGISICOS OU SAÍDA DE SECREÇÃO. SOLICITO ACOMPANHAMENTO DO CASO. GRATO. ;
1361;01/02/2020;1100001361;12345671361;Maria;       SOLICITO 1 ) RX joelhos / pernas ( filme único ) AP + P 2 ) RX pés D e E AP + P ( c/ carga ) + oblíqua pés planos valgos. atraso na deambulação. ;
1362;20/02/2020;1100001362;12345671362;José;-DERMATOSCOPIA:   X3 SOLICITO- DERMATOSCOPIA EM CONSULTÓRIO SOLICITO DERMATOSCOPIA PARA ELUCIDAÇÃO DIAGNÓSTICA DE LESÃO DE PELE. HD: AVALIAÇÃO DE NEVOS E LESÕES SUSPEITAS DE PELE COD TUSS: 41301137   X3 GRATA, ;
1363;03/02/2020;1100001363;12345671363;Ana;SOLICITO : - IMPLANTE HORMONAL INTRA-UTERINO -------- 31303293 - DIU MIRENA --------------------------------- 90327365 CID Z30.0 ;
1364;07/02/2020;1100001364;12345671364;Pedro;SOLICITAÇÃO DE EXAME Ressonância Magnética Pé / Antepé - Não Inclui Tornozelo - (Unilateral). 41101189. PE ESQUERDO R229 ;
1365;30/05/2020;1100001365;12345671365;Mariana;;
1366;23/10/2020;1100001366;12345671366;Carlos;SOlicito Hemograma completo TGO TGP **** coletar em 24/04/24 ;
1367;06/11/2020;1100001367;12345671367;Paula;Relatório Médico Paciente com quadro de tremores difusos e febre, sem outros sintomas, realiza TC de abdome com evidência de cistite e exames laboratoriais com leucocitose 16110 e PCR 3,21.  Apresentou melhora dos tremores e da febre após as medidas iniciais do protocolo de sepse, porém apresentou novo episódio de tremores e febre 38,3ºC, sendo por isso solicitada internação em leito monitorizado. ;
1368;29/10/2020;1100001368;12345671368;Lucas;"			SOLICITO 	RX  JOELHO ESQ		AP COM CARGA 					PERFIL 					AXIAL 					TUNEL ";
1369;04/04/2020;1100001369;12345671369;Juliana;Relatório Médico Paciente jovem com diagnóstico de neoplasia de mama CID C50, EC II, subtipo luminal. Segue em tratamento oral e injetável - anastrozol 1 mg dia por 5 anos, zoladex 3,6 mg mensal e zometa 6/6m. Tratamento adjuvante para redução de recidiva, sem previsão de alta no momento. Ainda não é recomendável o uso de transporte público. Grata e Att ;
1370;18/06/2020;1100001370;12345671370;Fernando;LAUDO: PACIENTE COM DOR SÚBITA NO SEGUNDO RAIO PÉ DIREITO COM INÍCIO HÁ 30 DIAS (SIC), RM COM SINAIS DE EDEMA ÓSSEO NO SEGUNDO RAIO. RX SEM ALTERAÇÕES. SEM ALTERAÇÕES EXAMES DE SANGUE, SEM HISTÓRICO DE DOENÇA REUMÁTICA NA FAMÍLIA.  HD.: FRATURA POR SOBRECARGA/FRATURA POR ESTRESSE.  INDICO REPOUSO, CARGA ZERO NO PÉ DIREITO, USO DE MULETAS. FISIOTERAPIA PARA ANALGESI E REABILITAÇÃO. RETORNO EM 30 DIAS. PRESCREVO PROSSO. PACIENTE EVOLUIU COM DOR EM TORNOZELO DIREITO. SEM CONDIÇÕES DE RETORNO AO TRABALHO. NECESSITA AFASTAMENTO DO TRABALHO POR SESSENTA (030) DIAS. CID 10 M8432 ;
1371;30/01/2020;1100001371;12345671371;Cristina;    SOLICITO :    10 sessões de fisioterapia ( 20103506 )    HD ............................ lombalgia ( CID M54.5 )    analgesia + antinflamatória  ;
1372;16/10/2020;1100001372;12345671372;Rafael;Solicito: - Fisio 20 ss com analgesia e ADM Hd: Pos op frat complexa cotovelo E CID: S52 ;
1373;23/07/2020;1100001373;12345671373;Patrícia;SOLICITO RX DE COLUNA DORSAL E LOMBAR AP E PERFIL ;
1374;04/03/2020;1100001374;12345671374;Vinícius;SOLICITO  US DE PARTES MOLES - REGIAO GLUTEO DIREITO  ;
1375;14/06/2020;1100001375;12345671375;Camila;SOLICITO: ENDOSCOPIA DIGESTIVA ALTA COM PESQUISA DE H. PYLORI - TUSS 40202615 HD: DOR HIPOCONDRIO ESQUERDO A/E CID R104 GRATO. ;
1376;19/06/2020;1100001376;12345671376;Rodrigo;Solicito: - Fisio 20 ss com analgesia e exercicios ombro E Hd: Tendinopatia e lesão manguito rotador ombro E CID: M75 ;
1377;25/08/2020;1100001377;12345671377;Tatiana;SOLICITO PARA PACIENTE ACIMA: .......... COLETE PUTTI ALTO ----------- USO POR 6 SEMANAS ;
1378;18/12/2020;1100001378;12345671378;Gustavo;Hemograma U Cr TGO TGP TSH T4L CA 15.3 Hb glic Alb ca ionico K ;
1379;16/12/2020;1100001379;12345671379;Isabela;RETORNO EM JULHO DE 2024 ;
1380;05/10/2020;1100001380;12345671380;João;ROBOFOOT ( BOTA IMOBILIZADORA) ;
1381;06/03/2020;1100001381;12345671381;Maria;"SOLICITO, PARA O PACIENTE EM REFERÊNCIA: - PETCT FDG18 -40708128 JUSTIFICATIVA: PACIENTE COM MACROGLOBULINEMIA DE WALDESTROM, NECESSITA DESSE EXAME PARA AVALIAÇÃO DE CRITÉRIO DE TRATAMENTO ESPECÍFICO. 				GRATO, ";
1382;04/09/2020;1100001382;12345671382;José;"SOLICITO: HEMOGRAMA FERRO SERICO	FERRITINA CURVA GLICÊMICA GESTACIONAL TSH		T4 LIVRE CREATININA SOROLOGIA PARA HIV SOROLOGIA PARA HEPATITE C SOROLOGIA PARA RUBÉOLA IGG E IGM SOROLOGIA PARA SÍFILIS UROCULTURA COM ANTIBIOGRAMA  URINA I ";
1383;06/03/2020;1100001383;12345671383;Ana;SOLICITO: US MAMAS (40901114) US TRANSVAGINAL (40901300) US ABDOME TOTAL (40901122) US TIREÓIDE (40901203) JUSTIFICATIVA: ROTINA ;
1384;18/06/2020;1100001384;12345671384;Pedro;;
1385;08/06/2020;1100001385;12345671385;Mariana;ATESTADO MEDICO DERMATOLOGICO:  PACIENTE APTA A USAR PISCINAS.  EXAME DERMATOLOGICO SEM ALTERAÇÕES  GRATA  ;
1386;19/12/2020;1100001386;12345671386;Carlos; Pcte com quadro de Hernia discal lombar  L1L2 L2L3 L3L4 - abaulamentos discais L4L5 L5S1  deve evitar carregar pesos e fazer esforcos excessivos.  CID - M518 ;
